name,transcription,meaning,extended meaning,gloss,language
Olúwayẹ́misí,olúwa-yẹ́-mi-sí,The lord honours me.,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwayọmí,olúwa-yọ-mí,God has saved me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwayọmísọ́lá,olúwa-yọ-mí-sọ́lá,The Lord saved me into wealth/success.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwábámiró,olúwa-bá-mi-ró,God stands with me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáboríèṣù,olúwa-borí-èṣù,God conquers/conquered Satan.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwábùnkúnmi,olúwa-bù-kún-mi,The lord blessed me.,See also: Olúwabùkúnmi,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwádayọ̀,olúwa-di-ayọ̀,God becomes joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwádámitán,olúwa-dá-mi-tán,God created me well/completely/fully.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwádémiládéògo,olúwa-dé-mi-ní-adé-ògo,"Lord, cover me with a crown of glory.",unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwádìjì,olúwa-di-ìjì,God controlled the storm. God showed His formidable side. [verification needed],unknown,[{'olúwa': ' - lord'}],yoruba
Olúwádúrótìmí,olúwa-dúró-tì-mí,God supports me. God waits with me. God stays with me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfarabalẹ̀dámilọ́lá,olúwa-fi-ara-ba-ilẹ̀-dá mi-ní-ọlá,God has intentionally arranged His blessings for me.,"fi-ara-ba-ilẹ̀ or farabalẹ̀ is used as an expression to mean 'calmly', 'carefully and without hurry', or 'to calm down'.",[{'olúwa': ' - God'}],yoruba
Olúwáfàmísókè,olúwa-fà-mí-sí-òkè,God pulls me up.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfèyídámilọ́lá,olúwa-fi-èyí-dá-mi-lọ́lá,God enriched me with this (one).,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwáfèyírọrùn,olúwa-fi-èyí-rọrùn,God made this easy for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfiirefúnmi,olúwa-fi-ire-fún-mi,God has given me goodness.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfikáyọ̀,olúwa-fi-kun-ayọ̀,God adds (this?) to joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfikúnayọ̀mi,olúwa-fi-kún-ayọ̀-mi,God has added to my joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfiresanmí,olúwa-fi-ire-san-mí,The Lord rewarded me with goodness.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfiresọ́lámi,olúwa-fi-ire-sí-ọlá-mi,God added goodness to my honour.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfisọ́la,olúwa-fi-sí-ọlá,God adds to (our) affluence.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfisọ́lámi,olúwa-fi-sí-ọlá-mi,God added to my wealth/glory.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwáfìfẹ́jìmmí,olúwa-fi-ìfẹ́-jìn-mí,God entrusted me with love.,"See: Olúwáfìfẹ́jìmí, Olúwafìfẹ́jìnmí","[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfìfẹ́kẹ́mi,olúwa-fi-ìfẹ́-kẹ́-mi,God beautified me with love.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfìfẹ́máyọ̀,olúwa-fi-ìfẹ́-mọ́-ayọ̀,God has added love to (our) joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáforehàn,olúwa-fi-oore-hàn,God showed (me) favour.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfẹ́misáyọ̀,olúwa-fẹ́-mi-sí-ayọ̀,God loves me into joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfẹ́misọ́rọ̀,olúwa-fẹ́-mi-sí-ọrọ̀,The Lord desires that I prosper.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfọláfúnmi,olúwa-fi-ọlá-fún-mi,God give me wealth.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáfọlákẹ́mi,olúwa-fi-ọlá-kẹ́-mi,The lord graced me with prestige.,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwáfọwọ́tọ́mi,Olúwa-fi-ọwọ́-tọ́-mi,God has touched me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwágbeńga,olúwa-gbé-mi-ga,The lord has lifted me up.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwágbémilékè,olúwa-gbé-mi-lékè,God lifted me up. God made me triumph.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwágbémisínúọlá,olúwa-gbé-mi-sí-inú-ọlá,God put me in the midst of wealth/glory/favour.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwájọbí,olúwa-jọ-bí,This baby is mine/ours and God's.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwálànàfúnmi,olúwa-la-ọ̀nà-fún-mi,God paved a way for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwálóyànmí,olúwa-ni-ó-yàn-mí,God is who chose me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwámúmiyọ̀,olúwa-mú-mi-yọ̀,The lord made me glad.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwámọ́lámipọ̀si,olúwa-mú-ọlá-mi-pọ̀-síi,God has increased my wealth.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwánímisọ́kàn,olúwa-ní-mi-sí-ọkàn,God has me in mind.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwápàṣeayọ̀,olúwa-pa...àṣe-ayọ̀,Lord has ordered happiness,unknown,[{'olúwa': ' - God'}],yoruba
Olúwárìnmọ́lá,olúwa-rìn-mọ́-ọlá,God walks with success.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwároresími,olúwa-ro-ire-sí-mi,The lord thought of goodness towards me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwásanmísire,olúwa-san-mí-sí-ire,God has rewarded me with goodness.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwásìnmíbọ̀,olúwa-sìn-mí-bọ̀,God has accompanied me forth.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwásọmídọ̀tun,olúwa-sọ-mí-di-ọ̀tun,God has renewed me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwásọ̀rọ̀midayọ̀,olúwa-sọ-ọ̀rọ̀-mi-di-ayọ̀,God has changed my sorrow into joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwátamílọ́rẹ,olúwa-ta-mí-ní-ọrẹ,The lord has blessed me with a gift.,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwátishé,olúwa-ti-ṣe-é,God has done it.,unknown,"[{'olúwa': ' - lord, God, prominent one'}]",yoruba
Olúwátińufẹ́,olúwá-ti-inú-fẹ́,One loved by God from conception.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwátúnmikẹ́,olúwa-tún-mi-kẹ́,God cherished me anew.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwátẹ́níayọ̀,olúwa-tẹ́-ẹní-ayọ̀,God spread the mat of joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwátọ́lá,olúwa-tó-ọlá,God deserves honour. Our Lord is glorious.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáyímiká,olú-wa-yí-mi-ká,God is ever with me.,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwáyínká,olú-wa-yí-mi-ká,God is ever with me.,unknown,[{'olú': ' - lord'}],yoruba
Olúwáṣakin,olúwa-ṣe-akin,God exhibited bravery.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáṣayọ̀mi,olúwa-ṣe-ayọ̀-mi,God created my joy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáṣemípé,olúwa-ṣe-mí-pé,God made me complete.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáṣetèmi,olúwa-ṣe-ti-èmi,God has settled my personal concerns.,unknown,"[{'olúwa': ' - lord, God, prominent one'}]",yoruba
Olúwáṣeunfúmi,olúwa-ṣeun-fún-mi,God has done great things for me.,"Another way of writing ""Olúwáṣeunfúnmi"".","[{'olúwa': ' - lord, God'}]",yoruba
Olúwáṣìkẹ́mi,olúwa-ṣe-ìkẹ́-mi,God cares for me.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwáṣídàọ̀tálórími,olúwa-ṣí-idà-ọ̀tá-ní-orí-mi,God delivered me.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwáṣùbòmí,olúwa-ṣù-bò-mí,God surrounds me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwáṣọlá,olúwa-ṣe-ọlá,God brought prosperity.,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwáṣọlámipé,olúwá-ṣe-ọlá-mi-pé,God made me success/wealth that is complete.,unknown,[{'olúwá': ' - God'}],yoruba
Olúwaṣefúnmi,olúwa-ṣe-fún-mi,God has done (good) for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣemílógo,olúwa-ṣe-mí-ní-ògo,God glorified me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣemílóre,olúwa-ṣe-mí-ní-oore,The lord has been gracious to me.,See also: Olúwáṣemílóore.,[{'olúwa': ' - lord'}],yoruba
Olúwaṣererefúnmi,olúwa-ṣe-rere-fún-mi,God has done good things for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣetèmipé,olúwa-ṣe-ti-èmi-pé,God has perfectly what concerns me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣeunàrà,olúwa-ṣe-oun-àrà,The lord does wonders.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣeunbàbàràláiyémi,olúwa-ṣeun-bàbàrà-ní-ayé-mi,The lord has done great things in my life/God has done extremely great things for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣètò,olúwa-ṣe-ètò,God planned well..,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣèyífúnmitán,olúwa-ṣe-èyí-fún-mi-tán,The lord did this for me completely.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣìjìbòmí,olúwa-ṣí-ìji-bò-mí,God protects me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣìńdárà,olúwa-ṣì-ń-dá-àrà,God still does wonders.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣíjúwòmí,olúwa-ṣí-ojú-wò-mí,God has opened his eyes to me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣínà,olúwa-ṣí-ọ̀nà,The lord (has) opened the way.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣínàayọ̀mi,olúwa-ṣí-ọ̀nà-ayọ̀-mi,The Lord open a way if joy for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣoorefúnmi,olúwa-ṣe-oore-fún-mi,God did good things for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣorefúnmi,olúwa-ṣe-ore-fún-mi,God has done a favour for me. God was kind to me.,unknown,[{'olúwa': ' - God'}],yoruba
Olúwaṣògo,olúwa-ṣe-ògo,God makes wonders/glory.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣùsì,olúwa-ṣe-ùsì,The lord is famous.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣẹ̀san,olúwa-ṣe-ẹ̀san,God has rewarded me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣẹ̀yẹ,olúwa-ṣe-ẹ̀yẹ,The lord makes honour.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwaṣọlábòmí,olúwa-ṣe-ọlá-bò-mí,God has covered me with grace.,unknown,[{'olúwa': ' - lord'}],yoruba
Olúwaṣọláfúnmi,olúwa-ṣe-ọlá-fún-mi,The lord made wealth for me.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwo,-,A chieftaincy in the Ògbóni cult.,unknown,[{None: ' - '}],yoruba
Olúwuyì,olú-wuyì,"1. Prominence is valuable, admirable. 2. God is valuable, admirable.","See also: Olúsuyì, Ọláwuyì","[{'olú': ' - prominent one, God, the lord'}]",yoruba
Olúwẹ̀mimọ́,olú-wẹ-mí-mọ́,The lord washes me clean.,unknown,[{'olú': ' - lord'}],yoruba
Olúyídé,olú-yí-dé,The hero rolls in.,"See also: Ọláyíde, Ọláídé","[{'olú': ' - prominent one, the hero, lord'}]",yoruba
Olúyínká,olú-yí-n-ká,1. God surrounds me. 2. Prominence surrounds me.,unknown,"[{'olú': ' - lord, God, prominent one'}]",yoruba
Olúyẹdún,olú-yẹ-ọdún,The lord befits the year.,unknown,[{'olú': ' - lord (short for olúwa)'}],yoruba
Olúyẹjú,olú-yẹ-jú,The hero left (excused himself).,"This is a name commonly given to a child born after the death of a prominent male member of the family, or benefactor. See also: Kúmólú.","[{'olú': ' - prominent one, the hero, the head/leader'}]",yoruba
Olúyẹ́misí,olú-yẹ́-mi-sí,The lord honours me.,unknown,"[{'olú': ' - lord, prominent one (short for olúwa)'}]",yoruba
Olúyọmí,olú-yọ-mí,The lord saved me.,unknown,[{'olú': ' - lord (short for olúwa)'}],yoruba
Olúyọ̀lé,olú-yọ̀-lé,The hero is worth rejoicing over.,unknown,"[{'olú': ' - hero, prominent one'}]",yoruba
Olúṣayọ̀,olú-ṣe-ayọ̀,The lord made joy.,unknown,"[{'olú': ' - lord, God'}]",yoruba
Olúṣekún,olú-ṣe-kún,God adds to (us).,unknown,[{'olú': ' - God'}],yoruba
Olúṣemọ́,olú-ṣe-mọ́,(One that) God adds to.,unknown,"[{'olú': ' - lord, God'}]",yoruba
Olúṣeun,olúwa-ṣe-oun,The lord has done something (good).,unknown,[{'olúwa': ' - lord'}],yoruba
Olúṣíji,olú-ṣí-ìjì,God is/was a refuge.,unknown,"[{'olú (olúwa)': ' - lord, God, the supreme one'}]",yoruba
Olúṣínà,olú-ṣí-ọ̀nà,The prominent one opened the path.,Also: Olúshínà.,"[{'olú': ' - prominent one, the chief child, lord, olúwa'}]",yoruba
Olúṣùbòmí,olú-ṣù-bò-mí,Glory/Prominence surrounds me.,unknown,"[{'olú': ' - lord, prominent one, God (olúwa)'}]",yoruba
Olúṣẹ̀san,olú-ṣe-ẹ̀san,The Lord avenges.,unknown,[{'olú (olúwa)': ' - lord'}],yoruba
Olúṣẹ̀yẹ,olú-ṣe-ẹ̀yẹ,God celebrates (him/her).,"User feedback: ""I'm thinking about this name to rather mean ""God celebrates "" rather than ""God honours""- which could easily pass for ""Oluyemisi"" Èye- in Yoruba would rather mean party/celebration rather than ""honour""-Iyin/ iyi. And I think ""Eye"" is a derivative from ayeye - which also means celebrate/celebration/merriment/party.""","[{'olú': ' - lord, God'}]",yoruba
Olúṣọ́lapé,olúwa-ṣe-ọlá-pé,God made wealth that is complete.,unknown,[{'olúwa': ' - God'}],yoruba
Olú,-,1. The head. 2. The prominent one. 3. The lord. 4. God (olúwa) 5. The hero/champion,"This is one of the most common roots of Yorùbá names, perhaps because it has also been modified in modern Christianity to refer to God. Initially, however, the name only referred to the most prominent version of something. e.g. Olú-Ọmọ (a child considered to be the most prominent, most relevant), Olú-Igbó (the lord of the forest), Olú-Ọ́dẹ (the head hunter), Olúòkun (the lord of the seas), Jagunmólú (He who fights to become the champion), etc.

In most modern interpretations, Olú is no longer just an almost nebulous root, it refers to Olúwa, which is Yorùbá's way of referring to the most prominent being, interpreted in modern times to mean Jesus Christ, or God Almighty.

Most old names bearing roots related to lesser deities (Ṣàngó, Ògún, Èṣù, Oṣó, etc) have been modernised to merely read Olú. e.g. Èṣùbíyí becomes Olúbíyí, Ògúnmodìmú becomes Olúmodìmu, Fájuyìgbé become Olújuyìgbé, etc.",[{None: ' - '}],yoruba
Olúbádé,-,The lord met the crown.,unknown,,yoruba
Olúbánjí,-,The lord woke with me.,unknown,,yoruba
Olúbánjọ,-,The lord is at one with me.,unknown,,yoruba
Olúbánkẹ́,-,The lord helps me care for this.,unknown,,yoruba
Olúbí,olú-bí,1. The lord's birthed. 2. The prominent one birthed.,unknown,"[{'olú': ' - lord, prominent one'}]",yoruba
Olúbùkọ̀lá,-,The lord has added to wealth.,unknown,,yoruba
Olúbùnmọ̀,-,unknown,unknown,,yoruba
Olúbọ́rọ̀dé,olú-bá-ọrọ̀-dé,Prominence came with wealth.,unknown,"[{'olú': ' - prominence (or, the prominent one, the star child)'}]",yoruba
Olúdìmú,-,The lord holds.,unknown,,yoruba
Olúdọlápọ̀,-,The lord adds to wealth.,unknown,,yoruba
Olúdọ̀tun,olú-di-ọ̀tun,Prominence is renewed.,See also: Olú,"[{'olú': ' - lord, head, prominence, hero'}]",yoruba
Olúfowóbí,olú-fi-owó-bí,The prominent one gave birth to this with money.,unknown,"[{'olú': ' - lord, prominent one, olúwa'}]",yoruba
Olúfúnkẹ,olú-fún-mi-kẹ́,The lord gave me to care for.,unknown,"[{'olú': ' - lord, the prominent one'}]",yoruba
Olúfúnṣọ́,olú-fú-n-ṣọ́,God has given me to watch over.,unknown,"[{'olú': ' - lord, God (olúwa)'}]",yoruba
Olúfẹ́mi,olú-fẹ́-mi,The lord loves me.,unknown,"[{'olú': ' - lord, chief, olúwa, the prominent one'}]",yoruba
Olúgadé,olú-gùn-adé,The leader has ascended into royalty.,unknown,"[{'olú': ' - lord, leader, master, the prominent one'}]",yoruba
Olúgbadé,olú-gba-adé,The hero is crowned. The hero is given royalty.,unknown,"[{'olú': ' - the hero, the champion'}]",yoruba
Olúgbémiró,-,The lord is held me upright.,unknown,,yoruba
Olúgbénga,olú-gbé-mi-ga,The lord lifts me up. The prominent one lifted me up.,unknown,"[{'olú': ' - lord, chief, olúwa, prominent one, God'}]",yoruba
Olúkáyọ̀dé,olú-kó-ayọ̀-dé,The lord gathered and brought joy to us.,unknown,"[{'olú': ' - lord, God'}]",yoruba
Olúkojú,olú-kò-ojú,(Faces of) leaders have met.,unknown,"[{'olú': ' - leader, the head'}]",yoruba
Olúkóyè,-,The lord gathers honour.,unknown,,yoruba
Olúkọlé,olú-kọ́-ilé,The lord builds a house.,"See also: Oyèkọ́lé, Adékọ́lé, etc","[{'olú': ' - olúwa, lord/God, prominent one'}]",yoruba
Olúkọ́ládé,-,The lord has gathered and brought wealth to us.,unknown,,yoruba
Olúlẹ́yẹ,-,The lord has honour.,unknown,,yoruba
Olúmáyọ̀wá,-,The lord has brought joy to us.,unknown,,yoruba
Olúmidé,olú-mi-dé,My lord has come. My hero has come.,unknown,"[{'olú': ' - lord (olúwa), prominent one, hero'}]",yoruba
Olúmodìmú,-,The lord it is that I hold onto.,unknown,,yoruba
Olúmúyìwá,olú-mú-èyí-wá,The lord has brought this.,unknown,"[{'olú': ' - lord, the prominent one'}]",yoruba
Olúoyè,-,The lord of honour.,unknown,,yoruba
Olúòkun,-,The lord of the ocean.,unknown,,yoruba
Olúpohùndà,"olú-pa-ohùn-dà, olú-ò-pa-ohùn-dà",1. The head/lord has changed his voice. 2. The head/lord has not changed his voice.,unknown,[{'olú': ' - lord (short for olúwa)'}],yoruba
Olúpọ̀nà,olú-pe-ọ̀nà,The head started on a journey.,unknown,"[{'olú': ' - head, lord, the prominent one'}]",yoruba
Olúránti,-,The lord remembers.,unknown,,yoruba
Olúrótìmí,olú-ró-tì-mí,The lord is standing with me.,unknown,"[{'olú': ' - olúwa, lord, God'}]",yoruba
Olúrẹ̀mí,-,The lord consoles me.,unknown,,yoruba
Olúsanmí,olú-san-mí,The lord rewards me.,unknown,"[{'olú': ' - lord, God, prominence'}]",yoruba
Olútóyè,olú-tó-oyè,The lord is worth the honour. The head is worth a title.,unknown,"[{'olú': ' - head, chief, prominent one'}]",yoruba
Olúwadámilọlá,olúwa-dá-mi-ní-ọlá,The lord has made me wealthy.,unknown,"[{'olúwa': ' - lord, God'}]",yoruba
Olúwafunmibí,-,The lord gave me to birth.,unknown,,yoruba
Olúwafọláhànmí,-,The lord has shown me wealth.,unknown,,yoruba
Olúwalóní,olúwa-ni-ó-ni-í,The lord owns this.,"This is a modern Christian name, with reference to Psalm 127: 3 in the bible.","[{'olúwa': ' - lord, God'}]",yoruba
